------------------------
SampleId: '3'
------------------------
Amplitude  :   109.53  %
         +/-     0.08  %
T2         :    0.763 ms
         +/-    0.001 ms
Offset     :     0.14  %
         +/-     0.01  %
------------------------

Bruker BioSpin GmbH: the minispec
DataType=1
DataLimits=0.26928,18.8285,75
DataUnit=ms,%
c:\users\bruker\documents\joao_ambrozetto\cpmg-amostraa\amostraa_cpmg.app
25.06.2019 15:02:17

0.26928	77.3573
0.52008	55.1785
0.77088	39.9922
1.02168	28.6049
1.27248	20.8653
1.52328	14.9763
1.77408	10.8892
2.02488	7.94961
2.27568	5.8499
2.52648	4.17013
2.77728	3.17398
3.02808	2.29992
3.27888	1.7286
3.52968	1.41608
3.78048	1.05474
4.03128	0.776405
4.28208	0.698276
4.53288	0.439475
4.78368	0.375995
5.03448	0.371112
5.28528	0.346697
5.53608	0.283217
5.78688	0.258802
6.03768	0.229503
6.28848	0.239269
6.53928	0.161141
6.79008	0.166024
7.04088	0.190439
7.29168	0.180673
7.54248	0.170907
7.79328	0.11231
8.04408	0.180673
8.29488	0.170907
8.54568	0.180673
8.79648	0.126959
9.04728	0.170907
9.29808	0.205088
9.54888	0.11231
9.79968	0.11231
10.0505	0.0585966
10.3013	0.097661
10.5521	0.0683627
10.8029	0.0878949
11.0537	0.0781288
11.3045	0.151375
11.5553	0.11231
11.8061	0.122076
12.0569	0.102544
12.3077	0.0488305
12.5585	0.0585966
12.8093	0.131842
13.0601	0.0585966
13.3109	0.097661
13.5617	0.102544
13.8125	0.126959
14.0633	0.126959
14.3141	0.0488305
14.5649	0.0781288
14.8157	0.092778
15.0665	0.0781288
15.3173	0.0634797
15.5681	0.122076
15.8189	0.0439475
16.0697	0.0244153
16.3205	0.185556
16.5713	0.0585966
16.8221	0.0537136
17.0729	0.0781288
17.3237	0.0439475
17.5745	0.0537136
17.8253	0.107427
18.0761	0.0537136
18.3269	0.0146492
18.5777	0.0634797
18.8285	0.146492
